token	corpus size	all contexts size	frequency	co-frequency	specificity
pardonnés	15679	15258	3	3	0.04
détails	15679	15258	3	3	0.04
authentification	15679	15258	3	3	0.04
destructeurs	15679	15258	3	3	0.04
SWT	15679	15258	3	3	0.04
pratiquer	15679	15258	3	3	0.04
sorcellerie	15679	15258	3	3	0.04
Assassiner	15679	15258	3	3	0.04
prendre	15679	15258	3	3	0.04
injustement	15679	15258	3	3	0.04
apparaît	15679	15258	3	3	0.04
messager	15679	15258	3	3	0.04
Prophète	15679	15258	3	3	0.04
PSL	15679	15258	3	3	0.04
déclaré	15679	15258	3	3	0.04
hautement	15679	15258	3	3	0.04
consécutif	15679	15258	3	3	0.04
fuir	15679	15258	3	3	0.04
champ	15679	15258	3	3	0.04
bataille	15679	15258	3	3	0.04
pendant	15679	15258	3	3	0.04
interpréter	15679	15258	3	3	0.04
listés	15679	15258	3	3	0.04
Ier	15679	15258	3	3	0.04
élu	15679	15258	3	3	0.04
590	15679	15258	3	3	0.04
cf	15679	15258	3	3	0.04
arts	15679	15258	3	3	0.04
Entrons	15679	15258	3	3	0.04
référence	15679	15258	3	3	0.04
provoquer	15679	15258	3	3	0.04
actes	15679	15258	3	3	0.04
défauts	15679	15258	3	3	0.04
susceptibles	15679	15258	3	3	0.04
désir	15679	15258	3	3	0.04
passager	15679	15258	3	3	0.04
alors	15679	15258	3	3	0.04
proviennent	15679	15258	3	3	0.04
désordre	15679	15258	3	3	0.04
absence	15679	15258	3	3	0.04
titre	15679	15258	3	3	0.04
avarice	15679	15258	3	3	0.04
constitue	15679	15258	3	3	0.04
figure	15679	15258	3	3	0.04
directement	15679	15258	3	3	0.04
Eve	15679	15258	3	3	0.04
croquant	15679	15258	3	3	0.04
Des	15679	15258	3	3	0.04
Notons	15679	15258	3	3	0.04
traditions	15679	15258	3	3	0.04
spirituelles	15679	15258	3	3	0.04
bouddhisme	15679	15258	3	3	0.04
existe	15679	15258	3	3	0.04
poisons	15679	15258	3	3	0.04
Classification	15679	15258	3	3	0.04
Assalâmou	15679	15258	3	3	0.04
donner	15679	15258	3	3	0.04
précis	15679	15258	3	3	0.04
serait	15679	15258	3	3	0.04
long	15679	15258	3	3	0.04
dénumérer	15679	15258	3	3	0.04
degré	15679	15258	3	3	0.04
appliquant	15679	15258	3	3	0.04
nimporte	15679	15258	3	3	0.04
pouvez	15679	15258	3	3	0.04
facilement	15679	15258	3	3	0.04
catégories	15679	15258	3	3	0.04
oulémas	15679	15258	3	3	0.04
considèrent	15679	15258	3	3	0.04
pouvons	15679	15258	3	3	0.04
déduire	15679	15258	3	3	0.04
origine	15679	15258	3	3	0.04
divergence	15679	15258	3	3	0.04
lauthenticité	15679	15258	3	3	0.04
preuve	15679	15258	3	3	0.04
Dalîl	15679	15258	3	3	0.04
justifie	15679	15258	3	3	0.04
quil	15679	15258	3	3	0.04
noter	15679	15258	3	3	0.04
musulman	15679	15258	3	3	0.04
Car	15679	15258	3	3	0.04
saccumulent	15679	15258	3	3	0.04
mèneront	15679	15258	3	3	0.04
perte	15679	15258	3	3	0.04
enfin	15679	15258	3	3	0.04
Obsolètes	15679	15258	3	3	0.04
doigts	15679	15258	3	3	0.04
pot	15679	15258	3	3	0.04
confiture	15679	15258	3	3	0.04
Cela	15679	15258	3	3	0.04
perdu	15679	15258	3	3	0.04
contemporains	15679	15258	3	3	0.04
Réfléchir	15679	15258	3	3	0.04
aiderait	15679	15258	3	3	0.04
clair	15679	15258	3	3	0.04
Pas	15679	15258	3	3	0.04
forcément	15679	15258	3	3	0.04
dérivent	15679	15258	3	3	0.04
latin	15679	15258	3	3	0.04
caput	15679	15258	3	3	0.04
principiel	15679	15258	3	3	0.04
tortionnaire	15679	15258	3	3	0.04
petit	15679	15258	3	3	0.04
chef	15679	15258	3	3	0.04
pervers	15679	15258	3	3	0.04
sadique	15679	15258	3	3	0.04
lâcheté	15679	15258	3	3	0.04
possible	15679	15258	3	3	0.04
masquant	15679	15258	3	3	0.04
repris	15679	15258	3	3	0.04
imbécile	15679	15258	3	3	0.04
prétentieux	15679	15258	3	3	0.04
connais	15679	15258	3	3	0.04
guère	15679	15258	3	3	0.04
espèce	15679	15258	3	3	0.04
remplit	15679	15258	3	3	0.04
camps	15679	15258	3	3	0.04
allume	15679	15258	3	3	0.04
puisque	15679	15258	3	3	0.04
semblent	15679	15258	3	3	0.04
confond	15679	15258	3	3	0.04
dix	15679	15258	3	3	0.04
commandements	15679	15258	3	3	0.04
confondre	15679	15258	3	3	0.04
pardonné	15679	15258	3	3	0.04
biblique	15679	15258	3	3	0.04
langage	15679	15258	3	3	0.04
fort	15679	15258	3	3	0.04
contient	15679	15258	3	3	0.04
naît	15679	15258	3	3	0.04
conviction	15679	15258	3	3	0.04
Ève	15679	15258	3	3	0.04
2	15679	15258	3	3	0.04
solution	15679	15258	3	3	0.04
aide	15679	15258	3	3	0.04
montre	15679	15258	3	3	0.04
eux	15679	15258	3	3	0.04
faisant	15679	15258	3	3	0.04
manquement	15679	15258	3	3	0.04
siècle	15679	15258	3	3	0.04
Momo	15679	15258	3	3	0.04
›	15679	15258	3	3	0.04
catéchismes	15679	15258	3	3	0.04
suffit	15679	15258	3	3	0.04
pratique	15679	15258	3	3	0.04
dimension	15679	15258	3	3	0.04
personnels	15679	15258	3	3	0.04
culpabilité	15679	15258	3	3	0.04
point	15679	15258	3	3	0.04
classe	15679	15258	3	3	0.04
antisémitisme	15679	15258	3	3	0.04
articles	15679	15258	3	3	0.04
homonymes	15679	15258	3	3	0.04
homonymie	15679	15258	3	3	0.04
religion	15679	15258	3	3	0.04
matérialise	15679	15258	3	3	0.04
italien	15679	15258	3	3	0.04
désigne	15679	15258	3	3	0.04
peccato	15679	15258	3	3	0.04
perspective	15679	15258	3	3	0.04
Allégorie	15679	15258	3	3	0.04
enluminure	15679	15258	3	3	0.04
manuscrit	15679	15258	3	3	0.04
Dirc	15679	15258	3	3	0.04
van	15679	15258	3	3	0.04
Delf	15679	15258	3	3	0.04
v	15679	15258	3	3	0.04
distingue	15679	15258	3	3	0.04
notions	15679	15258	3	3	0.04
héritent	15679	15258	3	3	0.04
ma	15679	15258	3	3	0.04
mère	15679	15258	3	3	0.04
matériellement	15679	15258	3	3	0.04
individu	15679	15258	3	3	0.04
estime	15679	15258	3	3	0.04
gens	15679	15258	3	3	0.04
commettent	15679	15258	3	3	0.04
effectifs	15679	15258	3	3	0.04
Selon	15679	15258	3	3	0.04
cœur	15679	15258	3	3	0.04
chrétienne	15679	15258	3	3	0.04
premiers	15679	15258	3	3	0.04
développée	15679	15258	3	3	0.04
autour	15679	15258	3	3	0.04
baptême	15679	15258	3	3	0.04
polémique	15679	15258	3	3	0.04
gnostiques	15679	15258	3	3	0.04
perdition	15679	15258	3	3	0.04
remise	15679	15258	3	3	0.04
retombaient	15679	15258	3	3	0.04
reçu	15679	15258	3	3	0.04
distinguant	15679	15258	3	3	0.04
conduisent	15679	15258	3	3	0.04
néoplatonicienne	15679	15258	3	3	0.04
approfondissant	15679	15258	3	3	0.04
réalité	15679	15258	3	3	0.04
Articles	15679	15258	3	3	0.04
détaillés	15679	15258	3	3	0.04
propose	15679	15258	3	3	0.04
9	15679	15258	3	3	0.04
recevoir	15679	15258	3	3	0.04
confessent	15679	15258	3	3	0.04
Sept	15679	15258	3	3	0.04
Quatre	15679	15258	3	3	0.04
Dernières	15679	15258	3	3	0.04
Étapes	15679	15258	3	3	0.04
qualifie	15679	15258	3	3	0.04
générateurs	15679	15258	3	3	0.04
commandement	15679	15258	3	3	0.04
tuer	15679	15258	3	3	0.04
enlèvements	15679	15258	3	3	0.04
prises	15679	15258	3	3	0.04
terrorisme	15679	15258	3	3	0.04
contraires	15679	15258	3	3	0.04
chasteté	15679	15258	3	3	0.04
réussie	15679	15258	3	3	0.04
hiérarchiser	15679	15258	3	3	0.04
Si	15679	15258	3	3	0.04
existentiel	15679	15258	3	3	0.04
contraire	15679	15258	3	3	0.04
25	15679	15258	3	3	0.04
regard	15679	15258	3	3	0.04
religieux	15679	15258	3	3	0.04
Types	15679	15258	3	3	0.04
Don	15679	15258	2	2	0.02
Sarda	15679	15258	2	2	0.02
Y	15679	15258	2	2	0.02
Salvany	15679	15258	2	2	0.02
parlé	15679	15258	2	2	0.02
injustice	15679	15258	2	2	0.02
héritons	15679	15258	2	2	0.02
